source_taxon_name,interaction_type,target_taxon_name,study_citation,study_url,study_source_archive_uri,categoria
Neivamyrmex gibbatus,preysOn,Pheidole,"Hoenle, P.O. et al., 2019. Species‐level predation network uncovers high prey specificity in a Neotropical army ant community. Molecular Ecology, 28(9), pp.2423–2440. Available at: http://dx.doi.org/10.1111/mec.15078. Accessed at <https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip> on 11 Apr 2026.",,https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip,Mineração de texto
Orasema minuta,hasHost,Pheidole,"Heraty, J.M. (2002) A revision of the genera of Eucharitidae (Hymenoptera: Chalcidoidea) of the world. <i>Memoirs of the American Entomological Institute</i> 68, 1–367.",,https://api.checklistbank.org/dataset/124661/archive.zip,Mineração de texto
Orasema tolteca,hasHost,Pheidole,"Burks, B.D. (1979) Torymidae (Agaoninae) and all other families of Chalcidoidea (excluding Encyrtidae). In K.V. Krombein, P.D.jr. Hurd, D.R. Smith, &amp; B.D. Burks (Eds.). <i>Catalog of Hymenoptera in America North of Mexico</i>. Smithsonian Institute Press, Washington, D.C. Vol. 1, 748–749, 768–889, 967–1043 pp.",,https://api.checklistbank.org/dataset/124661/archive.zip,Mineração de texto
Platymeris,preyedUponBy,Pheidole,https://pmc.ncbi.nlm.nih.gov/articles/PMC7953223,https://pmc.ncbi.nlm.nih.gov/articles/PMC7953223,https://github.com/fkeck/gpt_interactions/archive/8eb44867f49875c46ceaebc3a6cd8dfb8bf68ef6.zip,Outro / não classificado
Danaus plexippus,eatenBy,Solenopsis invicta,https://www.inaturalist.org/observations/37474789,https://www.inaturalist.org/observations/37474789,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Scarabaeidae,preyedUponBy,Solenopsis invicta,https://www.inaturalist.org/observations/131595000,https://www.inaturalist.org/observations/131595000,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Aphididae,interactsWith,Solenopsis invicta,https://www.inaturalist.org/observations/125071088,https://www.inaturalist.org/observations/125071088,https://github.com/globalbioticinteractions/inaturalist/archive/b19ef1c1934c31e033fe4f1a81259fc257e55013.zip,Observação de ocorrência
Solenopsis invicta,interactsWith,Solenopsis invicta,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip,Mineração de texto
Nezara,eatenBy,Solenopsis invicta,"Jouvenaz, D.P., and Lofgren, C.S., 1984. Host specificity of Burenella dimorpha (Microspora: Microsporida). J. Invertebr. Pathol. 43: 441-442.",,https://zenodo.org/records/258220/files/millerse/Ecological-Database-of-the-World-s-Insect-Pathogens-v1.0.zip,Mineração de texto
Meloidae,interactsWith,Solenopsis invicta,Archbold Biological Station Arthropod Collection. http://symbiota4.acis.ufl.edu/scan/portal/content/dwca/ABS-ARTHARCH_DwC-A.zip,,https://github.com/millerse/Biological-Station-Arthropod-Collection/archive/bb37104860ca553e97430ac3b6f5fce0a7578663.zip,Mineração de texto
Melittobia chalybii,parasitoidOf,Hypoponera opacior,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip,Mineração de texto
Calliephialtes ferrugineus,parasitoidOf,Hypoponera opacior,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip,Mineração de texto
Casinaria grandis,parasitoidOf,Hypoponera opacior,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip,Mineração de texto
Alachua floridensis,interactsWith,Camponotus floridanus,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39200248,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=39200248,https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip,Observação de ocorrência
Myrmecophilus pergandei,interactsWith,Camponotus floridanus,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=37942820,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=37942820,https://github.com/globalbioticinteractions/scan/archive/9df0ef7510806b23a78af6300eb201ad82bbe185.zip,Observação de ocorrência
Calliephialtes ferrugineus,parasitoidOf,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip,Mineração de texto
Casinaria grandis,parasitoidOf,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip,Mineração de texto
Ceroplastes,preyedUponBy,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip,Mineração de texto
Melittobia chalybii,parasitoidOf,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip,Mineração de texto
Myrmeleon hyalinus,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Gymnocnemia variegata,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Myrmeleon formicarius,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Acanthaclisis occitanica,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Euroleon nostras,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Científica (artigo com DOI)
Vermileonidae,preysOn,Formicidae,"Arnett, R. H. (1993). American insects: A handbook of the insects of America north of Mexico. In American insects a handbook of the insects of America north of Mexico. Sandhill Crane Press.",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Tettigometra macrocephala,preysOn,Formicidae,Brutparasitismus. (2023). In Wikipedia. https://de.wikipedia.org/w/index.php?title=Brutparasitismus&oldid=233616798,,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Metroplaca longicornis,preysOn,Formicidae,Brutparasitismus. (2023). In Wikipedia. https://de.wikipedia.org/w/index.php?title=Brutparasitismus&oldid=233616798,,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Lymantria dispar,preyedUponBy,Formicidae,"Myers, P., Espinosa, R., Parr, C. S., Jones, T., Hammond, G. S., & Dewey, T. A. (2023). The Animal Diversity Web [Dataset]. Retrieved 15 February 2023, from https://animaldiversity.ummz.umich.edu/quaardvark/",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Cynthia cardui,preyedUponBy,Formicidae,"Myers, P., Espinosa, R., Parr, C. S., Jones, T., Hammond, G. S., & Dewey, T. A. (2023). The Animal Diversity Web [Dataset]. Retrieved 15 February 2023, from https://animaldiversity.ummz.umich.edu/quaardvark/",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Ceratitis capitata,preyedUponBy,Formicidae,"Myers, P., Espinosa, R., Parr, C. S., Jones, T., Hammond, G. S., & Dewey, T. A. (2023). The Animal Diversity Web [Dataset]. Retrieved 15 February 2023, from https://animaldiversity.ummz.umich.edu/quaardvark/",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Mineração de texto
Pella limbata,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Pipizella viduata,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Chrysotoxum octomaculatum,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Alydus calcaratus,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Tettigometra impressopunctata,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Systellonotus triguttatus,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Chrysotoxum,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Vespula germanica,preyedUponBy,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Acheta domestica,preyedUponBy,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Periplaneta americana,preyedUponBy,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Microdon analis,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Orthoptera,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Notonecta,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip,Repositório de dados
Apis mellifera,eatenBy,Formicidae,Meagan Simons (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Halictus confusus,eatenBy,Formicidae,Meagan Simons (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Argia fumipennis,eats,Formicidae,Kayla R. S. Hale (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Leucorrhinia hudsonica,eats,Formicidae,Kayla R. S. Hale (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Nymphalis antiopa,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Lymantria dispar,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Mythimna unipuncta,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Cynthia cardui,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Cydia pomonella,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Cicindela,eatenBy,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Cicindela repanda,eats,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Cicindela scutellaris,eatenBy,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Cicindela scutellaris,eats,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Helocassis clavata,eatenBy,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip,Mineração de texto
Proctacanthus nigriventris,interactsWith,Formicidae,http://bins.boldsystems.org/index.php/Public_RecordView?processid=LYMAB775-15,http://bins.boldsystems.org/index.php/Public_RecordView?processid=LYMAB775-15,https://github.com/globalbioticinteractions/bold/archive/604c9ecdf7d88e61b645bb5f43532b7adc11bb4f.zip,Observação de ocorrência
Neivamyrmex gibbatus,interactsWith,Formicidae,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY905-18,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY905-18,https://github.com/globalbioticinteractions/bold/archive/604c9ecdf7d88e61b645bb5f43532b7adc11bb4f.zip,Observação de ocorrência
Neivamyrmex pilosus,interactsWith,Formicidae,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY800-18,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY800-18,https://github.com/globalbioticinteractions/bold/archive/604c9ecdf7d88e61b645bb5f43532b7adc11bb4f.zip,Observação de ocorrência
Hemiptera,hasHost,Formicidae,"Field Museum of Natural History (Zoology) Insect, Arachnid and Myriapod Collection - Version 12.64. Accessed at <https://fmipt.fieldmuseum.org/ipt/archive.do?r=fmnh_insects> on 11 Apr 2026.",https://db.fieldmuseum.org/05e1e4ff-0d20-4582-befc-fa6361f70cbb,https://github.com/globalbioticinteractions/fmnh/archive/24a410d7cfa90c1e38899f7a4c3a5b7544d93937.zip,Catálogo institucional
Acrodipsas illidgei,hasHost,Formicidae,BHL,http://www.biodiversitylibrary.org/page/41134927,https://github.com/globalbioticinteractions/ferrer-paris/archive/2c5b20bd8c0b2839124c71c83ca83369f1d812c9.zip,Outro / não classificado
Elaphropus vernicatus,interactsWith,Formicidae,https://ecdysis.org/collections/individual/index.php?occid=5489273,https://ecdysis.org/collections/individual/index.php?occid=5489273,https://github.com/globalbioticinteractions/ecdysis/archive/a322ee67d84be8eb2dccee0af9cb3d14aa8d6077.zip,Observação de ocorrência
Neivamyrmex gibbatus,preysOn,Formicidae,"Hoenle, P.O. et al., 2019. Species‐level predation network uncovers high prey specificity in a Neotropical army ant community. Molecular Ecology, 28(9), pp.2423–2440. Available at: http://dx.doi.org/10.1111/mec.15078. Accessed at <https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip> on 11 Apr 2026.",,https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip,Mineração de texto
Neivamyrmex pilosus,preysOn,Formicidae,"Hoenle, P.O. et al., 2019. Species‐level predation network uncovers high prey specificity in a Neotropical army ant community. Molecular Ecology, 28(9), pp.2423–2440. Available at: http://dx.doi.org/10.1111/mec.15078. Accessed at <https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip> on 11 Apr 2026.",,https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip,Mineração de texto
Gliricola porcelli,hasHost,Formicidae,https://doi.org/10.15468/tmxd7n,https://doi.org/10.15468/tmxd7n,https://github.com/EMTuckerLab/ummzi/archive/6731357a377e9c2748fc931faa2ff3dc0ce3ea7a.zip,Repositório de dados
Formica nitidiventris,interactsWith,Formicidae,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip,Mineração de texto
Atta sexdens,interactsWith,Formicidae,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip,Mineração de texto
Homoptera,interactsWith,Formicidae,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip,Mineração de texto
