source_taxon_name,source_taxon_path,source_taxon_path_ids,source_specimen_occurrence_id,source_specimen_institution_code,source_specimen_collection_code,source_specimen_catalog_number,source_specimen_life_stage_id,source_specimen_life_stage,source_specimen_physiological_state_id,source_specimen_physiological_state,source_specimen_body_part_id,source_specimen_body_part,source_specimen_sex_id,source_specimen_sex,source_specimen_basis_of_record,interaction_type,target_taxon_name,target_taxon_path,target_taxon_path_ids,target_specimen_occurrence_id,target_specimen_institution_code,target_specimen_collection_code,target_specimen_catalog_number,target_specimen_life_stage_id,target_specimen_life_stage,target_specimen_physiological_state_id,target_specimen_physiological_state,target_specimen_body_part_id,target_specimen_body_part,target_specimen_sex_id,target_specimen_sex,target_specimen_basis_of_record,latitude,longitude,event_date,study_citation,study_url,study_source_citation,study_source_archive_uri
Valvata,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Spiralia | Lophotrochozoa | Mollusca | Gastropoda | Heterostropha | Valvatoidea | Valvatidae | Valvata,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:85326 | PBDB:96201 | PBDB:7805 | PBDB:8304 | PBDB:57194 | PBDB:62738 | PBDB:62737 | PBDB:82075,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Propylaea quatuordecimpunctata,Animalia | Arthropoda | Insecta | Coleoptera | Coccinellidae | Propylaea | Propylaea quatuordecimpunctata,GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:7782 | GBIF:1043571 | GBIF:1043572,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Heteroptera,Life | Cellular Organisms | Eukaryota | Opisthokonta | Metazoa | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Pancrustacea | Hexapoda | Insecta | Pterygota | Neoptera | Paraneoptera | Hemiptera | Heteroptera,EOL:2913056 | EOL:6061725 | EOL:2908256 | EOL:2910700 | EOL:1 | EOL:3014411 | EOL:10459935 | EOL:8880788 | EOL:164 | EOL:10578120 | EOL:2634370 | EOL:344 | EOL:2634372 | EOL:1327472 | EOL:10459947 | EOL:539 | EOL:2639124,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Zelotes,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Chelicerata | Euchelicerata | Prosomapoda | Planaterga | Dekatriata | Sclerophorata | Arachnida | Pantetrapulmonata | Tetrapulmonata | Serikodiastida | Araneae | Opisthothelae | Araneomorphae | Entelegynae | Dionycha | Gnaphosidae | Zelotes,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:91508 | PBDB:327074 | PBDB:286968 | PBDB:286967 | PBDB:327075 | PBDB:327076 | PBDB:19008 | PBDB:272473 | PBDB:57504 | PBDB:309269 | PBDB:57473 | PBDB:57472 | PBDB:57471 | PBDB:133855 | PBDB:326428 | PBDB:268874 | PBDB:268885,,,,,,immature,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Xysticus,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Chelicerata | Euchelicerata | Prosomapoda | Planaterga | Dekatriata | Sclerophorata | Arachnida | Pantetrapulmonata | Tetrapulmonata | Serikodiastida | Araneae | Opisthothelae | Araneomorphae | Entelegynae | Lycosoidea | Thomisidae | Xysticus,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:91508 | PBDB:327074 | PBDB:286968 | PBDB:286967 | PBDB:327075 | PBDB:327076 | PBDB:19008 | PBDB:272473 | PBDB:57504 | PBDB:309269 | PBDB:57473 | PBDB:57472 | PBDB:57471 | PBDB:133855 | PBDB:57517 | PBDB:133870 | PBDB:215115,,,,,,immature,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Edaphus,Animalia | Arthropoda | Insecta | Coleoptera | Staphylinidae | Edaphus,GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:7854 | GBIF:4405785,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Bembidion assimile,Animalia | Arthropoda | Insecta | Coleoptera | Carabidae | Bembidion | Bembidion assimile,GBIF:1 | GBIF:54 | GBIF:216 | GBIF:1470 | GBIF:3792 | GBIF:1035920 | GBIF:5872148,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Brachygluta,Animalia | Bilateria | Protostomia | Ecdysozoa | Arthropoda | Hexapoda | Insecta | Pterygota | Neoptera | Holometabola | Coleoptera | Polyphaga | Staphyliniformia | Staphylinoidea | Staphylinidae | Pselaphinae | Brachygluta,ITIS:202423 | ITIS:914154 | ITIS:914155 | ITIS:914158 | ITIS:82696 | ITIS:563886 | ITIS:99208 | ITIS:100500 | ITIS:563890 | ITIS:914213 | ITIS:109216 | ITIS:112747 | ITIS:678301 | ITIS:113264 | ITIS:113265 | ITIS:678464 | ITIS:690850,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Staphylinidae,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Aparaglossata | Neuropteroidea | Coleopterida | Coleoptera | Mesocoleoptera | Metacoleoptera | Polyphaga | Staphyliniformia | Staphylinoidea | Staphylinidae,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:308982 | PBDB:192046 | PBDB:183849 | PBDB:69148 | PBDB:467158 | PBDB:467159 | PBDB:69199 | PBDB:69200 | PBDB:69274 | PBDB:69284,,,,,,larvae,,,,,,,,preysOn,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Platystethus nodifrons,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Aparaglossata | Neuropteroidea | Coleopterida | Coleoptera | Mesocoleoptera | Metacoleoptera | Polyphaga | Staphyliniformia | Staphylinoidea | Staphylinidae | Oxytelidae | Oxytelini | Platystethus | Platystethus nodifrons,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:308982 | PBDB:192046 | PBDB:183849 | PBDB:69148 | PBDB:467158 | PBDB:467159 | PBDB:69199 | PBDB:69200 | PBDB:69274 | PBDB:69284 | PBDB:70001 | PBDB:175711 | PBDB:282678 | PBDB:319403,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Helicidae,root | cellular organisms | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Protostomia | Spiralia | Lophotrochozoa | Mollusca | Gastropoda | Heterobranchia | Euthyneura | Panpulmonata | Eupulmonata | Stylommatophora | Helicina | Helicoidea | Helicidae,NCBI:1 | NCBI:131567 | NCBI:2759 | NCBI:33154 | NCBI:33208 | NCBI:6072 | NCBI:33213 | NCBI:33317 | NCBI:2697495 | NCBI:1206795 | NCBI:6447 | NCBI:6448 | NCBI:216305 | NCBI:216307 | NCBI:977775 | NCBI:120490 | NCBI:6527 | NCBI:216366 | NCBI:87862 | NCBI:6533,,,,,,,,,,,,,,preyedUponBy,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.93845,6.98182,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Clubiona phragmitis,Animalia | Arthropoda | Arachnida | Araneae | Clubionidae | Clubiona | Clubiona phragmitis,GBIF:1 | GBIF:54 | GBIF:367 | GBIF:1496 | GBIF:3401 | GBIF:2143856 | GBIF:2144109,,,,,,,,,,,,,,preysOn,Tetramorium,Life | Eukaryota | Opisthokonta | Animalia | Bilateria | Eubilateria | Protostomia | Ecdysozoa | Panarthropoda | Arthropoda | Deuteropoda | Mandibulata | Pancrustacea | Altocrustacea | Allotriocarida | Athalassocarida | Labiocarida | Hexapoda | Cercofilata | Insecta | Dicondylia | Paranotalia | Pterygota | Neopterygota | Neoptera | Holometabola | Hymenoptera | Unicalcarida | Apocrita | Aculeata | Formicoidea | Formicidae | Myrmicinae | Crematogastrini | Tetramorium,PBDB:28595 | PBDB:1 | PBDB:212579 | PBDB:67091 | PBDB:67103 | PBDB:272902 | PBDB:85324 | PBDB:67124 | PBDB:67134 | PBDB:18891 | PBDB:465298 | PBDB:83659 | PBDB:273389 | PBDB:424439 | PBDB:424436 | PBDB:424440 | PBDB:424441 | PBDB:133899 | PBDB:308980 | PBDB:56637 | PBDB:243461 | PBDB:330308 | PBDB:94228 | PBDB:330310 | PBDB:152573 | PBDB:198428 | PBDB:70707 | PBDB:214550 | PBDB:70726 | PBDB:179785 | PBDB:70727 | PBDB:70728 | PBDB:70731 | PBDB:255986 | PBDB:255921,,,,,,,,,,,,,,46.94044,6.98483,,Cattin Blandenier (2004),,"Brose, U. (2018). GlobAL daTabasE of traits and food Web Architecture (GATEWAy) version 1.0 [Data set]. German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig. https://doi.org/10.25829/IDIV.283-3-756",https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
